Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Bathroom,Point of Contact,Total Floors,Bachelors Preferred,Family Preferred
2022-05-24,2,22000,800,2,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,3,Contact Agent,3,True,True
2022-06-09,3,35000,1100,1,Super Area,Kalkaji Extension,Delhi,Semi-Furnished,4,Contact Owner,3,True,True
2022-05-02,1,12000,450,2,Super Area,Dwarka Sector 7,Delhi,Semi-Furnished,1,Contact Owner,2,True,True
2022-06-28,2,6000,300,3,Carpet Area,Jhangir Puri,Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-05-19,2,22000,1040,1,Carpet Area,"Janak Park, Hari Nagar",Delhi,Semi-Furnished,3,Contact Owner,2,True,False
2022-05-18,1,5000,25,2,Carpet Area,Ganga Vihar,Delhi,Unfurnished,1,Contact Owner,5,True,True
2022-06-04,2,20500,900,Ground,Super Area,"IGNOU Road, Saket",Delhi,Semi-Furnished,2,Contact Owner,9,True,True
2022-05-28,2,7500,1100,3,Super Area,Bijwasan,Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-07-01,2,5500,380,1,Super Area,Prem Nagar,Delhi,Unfurnished,2,Contact Owner,1,True,True
2022-06-02,3,25000,450,2,Carpet Area,Gandhi Nagar,Delhi,Semi-Furnished,2,Contact Owner,2,True,False
2022-07-02,1,13000,550,3,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,1,Contact Agent,4,True,False
2022-06-04,1,5000,180,Ground,Super Area,Mukherjee Nagar,Delhi,Semi-Furnished,1,Contact Owner,3,True,True
2022-05-06,3,40000,1650,1,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-31,1,12500,250,1,Super Area,"Inder Puri Block A, Inder Puri",Delhi,Furnished,1,Contact Owner,5,True,True
2022-05-29,1,6000,400,Ground,Carpet Area,"Raghubir Nagar, Tagore Garden Extension",Delhi,Unfurnished,1,Contact Owner,5,True,True
2022-07-04,2,15500,900,Ground,Carpet Area,Vivek Vihar Phase 2,Delhi,Semi-Furnished,2,Contact Agent,3,True,True
2022-05-27,3,75000,1900,2,Super Area,Malviya Nagar,Delhi,Furnished,3,Contact Owner,3,True,True
2022-06-12,3,36000,892,2,Carpet Area,Gautam Nagar,Delhi,Unfurnished,2,Contact Owner,4,True,True
2022-05-18,1,13000,400,Ground,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,1,Contact Agent,4,True,False
2022-06-29,3,45000,100,1,Carpet Area,"Mandakini Enclave, Alaknanda",Delhi,Unfurnished,2,Contact Owner,2,True,False
2022-06-22,2,2000,60,1,Super Area,Ram Nagar,Delhi,Unfurnished,1,Contact Owner,1,True,True
2022-07-04,2,28000,80,1,Super Area,Janakpuri,Delhi,Semi-Furnished,2,Contact Owner,5,True,True
2022-05-12,2,9000,450,2,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Agent,4,True,True
2022-04-29,1,12000,520,3,Carpet Area,Geeta Colony,Delhi,Semi-Furnished,1,Contact Owner,4,True,True
2022-04-29,1,13000,350,1,Super Area,Rohini Sector 3,Delhi,Furnished,1,Contact Owner,5,True,True
2022-04-29,2,11000,600,2,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,2,Contact Owner,3,True,False
2022-07-07,3,35000,950,1,Carpet Area,Karol Bagh,Delhi,Furnished,2,Contact Agent,4,True,False
2022-05-13,2,10000,450,1,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Agent,4,True,True
2022-07-07,1,20000,450,1,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,1,Contact Agent,4,True,False
2022-07-07,2,25000,850,2,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,2,Contact Agent,4,True,False
2022-06-12,1,8000,200,3,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,1,Contact Agent,4,True,False
2022-07-08,4,150000,3000,1,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,4,Contact Agent,4,True,True
2022-06-16,3,36000,1500,2,Carpet Area,"Mahendru Enclave, Model Town",Delhi,Semi-Furnished,3,Contact Owner,3,True,True
2022-07-04,2,12000,700,Ground,Super Area,Sultanpur,Delhi,Unfurnished,2,Contact Owner,4,True,True
2022-05-10,1,8500,530,Ground,Super Area,"Palam Colony, Palam",Delhi,Unfurnished,1,Contact Owner,3,True,True
2022-05-27,3,17000,800,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,2,Contact Agent,4,True,False
2022-05-05,1,7500,45,1,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Owner,5,True,True
2022-05-05,1,16000,900,3,Super Area,Kalkaji,Delhi,Furnished,1,Contact Owner,4,True,True
2022-05-10,1,9000,450,1,Super Area,Mehrauli,Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-05-10,2,8000,650,1,Super Area,Rangpuri,Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-05-10,2,45000,900,2,Super Area,Lajpat Nagar 1,Delhi,Furnished,2,Contact Owner,4,True,True
2022-05-04,2,27000,900,4,Carpet Area,RWA triveni residents,Delhi,Furnished,2,Contact Owner,4,True,True
2022-05-05,2,14000,120,1,Super Area,Dwarka Mor,Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-06-12,2,14000,600,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,2,Contact Agent,4,True,False
2022-05-21,2,14000,615,2,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,2,Contact Owner,4,True,True
2022-06-14,1,7500,225,Ground,Carpet Area,Kapi Bagan Basti,Delhi,Semi-Furnished,1,Contact Owner,2,True,True
2022-06-10,1,10000,800,1,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,1,Contact Owner,4,True,False
2022-04-29,1,7000,400,4,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,1,Contact Owner,4,True,False
2022-04-29,1,25000,800,4,Super Area,Mukherjee Nagar,Delhi,Furnished,2,Contact Owner,5,True,True
2022-04-29,2,9000,60,1,Super Area,Mehrauli,Delhi,Semi-Furnished,1,Contact Owner,3,True,True
2022-04-29,3,22000,1000,1,Super Area,"Khanpur Extension, Sangam Vihar",Delhi,Unfurnished,2,Contact Owner,24,True,True
2022-05-05,3,10000,75,4,Super Area,Sagar Pur,Delhi,Unfurnished,1,Contact Owner,5,True,True
2022-05-05,3,11000,800,1,Super Area,Hastsal,Delhi,Unfurnished,2,Contact Owner,4,True,True
2022-06-17,1,12500,200,3,Super Area,Kamla Nagar,Delhi,Furnished,1,Contact Owner,3,True,True
2022-05-14,3,15000,800,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,2,Contact Agent,4,True,False
2022-05-10,2,35000,80,1,Super Area,Kamla Nagar,Delhi,Unfurnished,2,Contact Owner,3,True,True
2022-05-10,2,35000,900,2,Super Area,Lajpat Nagar,Delhi,Unfurnished,2,Contact Owner,4,False,True
2022-05-10,2,52000,1125,2,Super Area,Saket,Delhi,Furnished,2,Contact Owner,5,True,True
2022-04-29,3,15000,900,3,Super Area,Dwarka Mor,Delhi,Unfurnished,2,Contact Owner,4,True,True
2022-06-04,2,32000,1100,3,Carpet Area,Rajouri Garden,Delhi,Unfurnished,2,Contact Agent,3,True,False
2022-06-04,1,11500,400,2,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,1,Contact Agent,4,True,True
2022-07-04,3,45000,713,1,Carpet Area,"Prem Nagar, Patel Nagar",Delhi,Furnished,3,Contact Owner,1,True,True
2022-07-07,2,16000,700,4,Carpet Area,Shadipur,Delhi,Unfurnished,1,Contact Agent,4,True,False
2022-05-21,2,20000,1000,2,Carpet Area,Krishna Nagar Block D,Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-27,1,7000,54,3,Super Area,Nawada,Delhi,Semi-Furnished,1,Contact Owner,5,True,True
2022-07-04,3,85000,200,3,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Unfurnished,3,Contact Agent,3,True,False
2022-05-28,1,15000,200,4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Furnished,1,Contact Owner,4,True,True
2022-07-03,2,22000,800,3,Super Area,Chhattarpur,Delhi,Furnished,2,Contact Owner,3,True,True
2022-05-18,2,32000,1000,1,Super Area,Lajpat Nagar 1,Delhi,Unfurnished,2,Contact Owner,3,True,True
2022-07-01,2,20000,500,4,Carpet Area,"Vasant Kunj 2, Vasant Kunj",Delhi,Semi-Furnished,2,Contact Owner,4,True,False
2022-06-04,1,35000,300,3,Super Area,Rajouri Garden,Delhi,Semi-Furnished,1,Contact Owner,5,True,True
2022-06-16,2,35000,900,Ground,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,2,Contact Agent,4,True,True
2022-07-07,3,65000,240,1,Carpet Area,Saket,Delhi,Unfurnished,3,Contact Agent,4,True,True
2022-05-12,2,15000,650,Ground,Carpet Area,"Fateh Nagar, Janakpuri",Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-06-18,3,12000,950,3,Carpet Area,"Kotla, Mayur Vihar",Delhi,Semi-Furnished,2,Contact Owner,5,True,False
2022-05-10,1,8000,500,Ground,Super Area,Dwarka Sector 23,Delhi,Semi-Furnished,1,Contact Owner,3,True,True
2022-05-28,1,11000,500,2,Super Area,Palam - Dabri Marg,Delhi,Semi-Furnished,1,Contact Owner,5,True,True
2022-05-10,2,12000,450,4,Super Area,Mansa Ram Park,Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-06-16,4,140000,2800,Ground,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,4,Contact Agent,4,True,True
2022-06-04,2,24000,150,1,Super Area,Paschim Vihar,Delhi,Semi-Furnished,1,Contact Owner,2,True,True
2022-06-04,1,20000,400,3,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,1,Contact Agent,4,True,True
2022-05-10,3,16000,100,3,Super Area,"Jamia Nagar, Okhla",Delhi,Furnished,2,Contact Owner,4,True,True
2022-06-04,1,15000,400,3,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,1,Contact Agent,4,True,True
2022-05-14,2,28500,900,Ground,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,2,Contact Agent,4,True,True
2022-05-05,3,30000,1350,1,Super Area,Vasundhara Enclave,Delhi,Semi-Furnished,3,Contact Owner,7,False,True
2022-07-04,1,16000,500,1,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Owner,4,True,True
2022-07-06,3,80000,1700,1,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Furnished,3,Contact Agent,4,True,False
2022-06-04,1,11000,400,2,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,1,Contact Agent,4,True,True
2022-06-29,2,21000,110,2,Super Area,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,1,Contact Owner,3,True,True
2022-07-04,3,10500,1200,1,Super Area,Najafgarh,Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-04-29,2,15000,50,2,Carpet Area,Dwarka Sector 14,Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-07-06,3,16000,100,2,Super Area,Hari Nagar,Delhi,Semi-Furnished,2,Contact Agent,3,True,True
2022-07-04,2,45000,1000,2,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,2,Contact Owner,3,True,True
2022-05-03,1,6000,63,4,Super Area,Rohini Sector 2,Delhi,Furnished,1,Contact Owner,4,True,True
2022-05-19,3,40000,1800,Ground,Super Area,Vasant Kunj,Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-07-09,2,36000,1440,2,Carpet Area,Chittaranjan Park,Delhi,Semi-Furnished,2,Contact Agent,3,True,False
2022-05-27,2,12000,55,Ground,Super Area,Uttam Nagar,Delhi,Unfurnished,2,Contact Owner,4,True,True
2022-05-27,3,45000,1500,1,Carpet Area,"The Shabad Apartment, Dwarka Sector 13",Delhi,Unfurnished,3,Contact Owner,12,True,False
2022-06-18,2,20000,400,3,Super Area,"Kasturba Niketan, Lajpat Nagar 2",Delhi,Unfurnished,1,Contact Owner,3,True,True
2022-06-11,3,10000,100,1,Carpet Area,Krishna Nagar,Delhi,Furnished,2,Contact Owner,4,True,True
2022-06-29,2,5000,500,1,Super Area,Sangam Vihar,Delhi,Unfurnished,1,Contact Owner,3,True,True
2022-05-27,2,8000,100,Ground,Super Area,Rohini Sector 38,Delhi,Unfurnished,2,Contact Owner,3,True,True
2022-05-10,2,13000,455,1,Super Area,"DDA Akshardham Apartments, DS 19",Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-04-29,2,15000,80,3,Carpet Area,Anand Parbat,Delhi,Semi-Furnished,1,Contact Owner,4,True,True
2022-07-04,2,7500,450,Ground,Super Area,Burari,Delhi,Unfurnished,1,Contact Owner,2,True,True
2022-06-08,1,6000,400,Ground,Super Area,"Qutub Vihar, Dwarka",Delhi,Unfurnished,1,Contact Owner,1,True,True
2022-05-23,4,100000,300,1,Super Area,Vasant Kunj,Delhi,Unfurnished,4,Contact Owner,3,True,True
2022-05-14,2,12000,700,2,Super Area,Rohini Sector 23,Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-10,2,10000,600,4,Super Area,"Mohan Garden, Razapur Khurd",Delhi,Semi-Furnished,2,Contact Owner,5,True,True
2022-05-10,2,10000,800,2,Super Area,"Bharthal, Dwarka",Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-23,2,12000,950,2,Super Area,"Chanakya Place, Sitapuri",Delhi,Unfurnished,2,Contact Owner,3,True,True
2022-07-06,2,15000,450,4,Super Area,Shadipur,Delhi,Semi-Furnished,1,Contact Owner,4,True,True
2022-06-30,1,10000,450,1,Carpet Area,Radhey Shyam Park,Delhi,Unfurnished,1,Contact Owner,3,True,True
2022-07-04,2,12000,68,3,Super Area,Uttam Nagar,Delhi,Unfurnished,1,Contact Owner,5,True,True
2022-06-18,2,14500,850,2,Carpet Area,"Rajpur Khurd Extension, Rajpur",Delhi,Unfurnished,2,Contact Agent,4,True,True
2022-06-29,2,18500,1000,3,Super Area,"Kotla Mubarakpur, South Extension",Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-06-04,1,24000,600,4,Carpet Area,Rajouri Garden,Delhi,Furnished,1,Contact Agent,4,True,False
2022-05-27,2,11000,65,Ground,Super Area,New Ashok Nagar,Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-05-19,3,52000,1700,1,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,3,Contact Agent,1,True,False
2022-07-06,3,70000,1800,Ground,Carpet Area,Lajpat Nagar 3,Delhi,Semi-Furnished,3,Contact Agent,4,True,True
2022-07-04,2,12000,1000,3,Super Area,Uttam Nagar,Delhi,Semi-Furnished,1,Contact Owner,4,True,True
2022-07-09,2,22000,900,2,Carpet Area,Patparganj,Delhi,Semi-Furnished,2,Contact Agent,4,True,False
2022-06-10,4,200000,2300,1,Super Area,Shanti Niketan,Delhi,Semi-Furnished,4,Contact Owner,1,True,True
2022-05-01,2,20000,75,1,Super Area,Green Park,Delhi,Unfurnished,2,Contact Owner,3,True,True
2022-05-18,3,45000,200,1,Carpet Area,Paschim Vihar Block B1,Delhi,Semi-Furnished,3,Contact Agent,4,True,False
2022-05-23,1,8000,200,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,1,Contact Agent,4,True,False
2022-05-27,1,8000,200,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,1,Contact Agent,4,True,False
2022-05-18,2,9500,450,3,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,1,Contact Agent,4,True,True
2022-07-07,2,25000,750,1,Carpet Area,Karol Bagh,Delhi,Furnished,2,Contact Agent,4,True,False
2022-05-27,2,12000,400,1,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,1,Contact Agent,4,True,False
2022-06-11,2,24000,84,1,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,2,Contact Agent,4,True,False
2022-05-05,2,27000,90,2,Super Area,Rohini Sector 8,Delhi,Unfurnished,2,Contact Owner,3,True,True
2022-07-04,2,18000,90,2,Super Area,Mansarovar garden,Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-06-20,2,17000,500,1,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-10,2,15000,75,4,Super Area,Adarsh Nagar,Delhi,Unfurnished,2,Contact Owner,5,True,True
2022-05-23,1,13000,512,1,Carpet Area,Patel Nagar West,Delhi,Furnished,1,Contact Agent,3,True,True
2022-06-11,3,70000,1500,1,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,3,Contact Agent,3,True,False
2022-07-09,1,14000,446,2,Super Area,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-05-14,3,32000,1100,4,Super Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,2,Contact Owner,5,True,True
2022-05-10,1,4000,125,1,Super Area,Sangam Vihar,Delhi,Unfurnished,1,Contact Owner,2,True,True
2022-05-10,3,100000,1800,3,Super Area,Gautam Nagar,Delhi,Furnished,3,Contact Owner,5,True,True
2022-06-16,3,20000,1300,1,Super Area,Chhattarpur,Delhi,Unfurnished,2,Contact Agent,4,True,True
2022-06-20,3,30000,2000,7,Super Area,"Ashoka Enclave Apartment, Dwarka Sector 11",Delhi,Semi-Furnished,2,Contact Owner,10,False,True
2022-06-14,2,150000,1200,2,Carpet Area,Greater Kailash 1,Delhi,Furnished,2,Contact Owner,3,True,False
2022-06-30,3,19500,125,1,Super Area,Uttam Nagar,Delhi,Unfurnished,2,Contact Owner,4,True,False
2022-05-24,2,18000,730,2,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,2,Contact Agent,3,True,True
2022-05-07,2,25000,160,3,Carpet Area,Dr Mukherjee Nagar West,Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-05,2,18000,1000,Ground,Super Area,Janakpuri Block B1,Delhi,Unfurnished,2,Contact Owner,2,True,True
2022-05-05,1,10000,450,1,Super Area,Paschim Vihar,Delhi,Furnished,1,Contact Owner,5,True,True
2022-05-05,2,12000,75,2,Super Area,Mehrauli,Delhi,Furnished,2,Contact Owner,4,True,True
2022-06-18,3,25000,2000,1,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,3,Contact Agent,3,True,False
2022-06-18,4,40000,2400,4,Super Area,Preet Vihar,Delhi,Unfurnished,3,Contact Agent,4,True,False
2022-06-18,2,30000,1800,Ground,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,2,Contact Agent,2,True,False
2022-06-18,3,29000,1800,Ground,Super Area,Mausam Vihar,Delhi,Unfurnished,3,Contact Agent,3,False,True
2022-06-18,3,35000,2200,2,Super Area,"Nirman Vihar, Preet Vihar",Delhi,Unfurnished,3,Contact Agent,4,True,True
2022-06-18,3,21000,2200,Ground,Carpet Area,Vivek Vihar,Delhi,Semi-Furnished,2,Contact Agent,2,True,True
2022-06-18,3,31000,900,3,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,2,Contact Agent,4,True,True
2022-05-05,2,8000,75,2,Super Area,Chhattarpur,Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-05-05,2,15500,75,2,Super Area,Saket,Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-06-18,3,32000,1800,3,Carpet Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,3,Contact Agent,4,True,True
2022-06-18,3,30000,160,2,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,3,Contact Agent,4,True,True
2022-07-04,4,42000,2700,2,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,4,Contact Agent,4,True,False
2022-05-23,3,20500,1050,3,Carpet Area,Laxmi Nagar,Delhi,Furnished,2,Contact Agent,4,True,True
2022-05-09,3,60000,1800,2,Super Area,Sarvodaya Enclave,Delhi,Furnished,3,Contact Owner,3,True,True
2022-05-23,2,95000,2700,1,Super Area,Greater Kailash 2,Delhi,Furnished,2,Contact Agent,3,True,True
2022-05-14,1,16000,499,2,Carpet Area,Chittaranjan Park Block K,Delhi,Semi-Furnished,1,Contact Owner,3,False,True
2022-05-17,1,8500,450,3,Carpet Area,Sarita Vihar Pocket M,Delhi,Unfurnished,1,Contact Agent,4,True,False
2022-05-05,1,14000,60,3,Super Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-05-11,3,140000,2200,Ground,Super Area,Defence Colony,Delhi,Unfurnished,3,Contact Agent,3,True,True
2022-04-29,2,8000,130,Ground,Super Area,Raj Nagar 2,Delhi,Unfurnished,1,Contact Owner,3,True,True
2022-04-29,3,12500,650,3,Super Area,Chirag Delhi,Delhi,Semi-Furnished,1,Contact Owner,4,True,True
2022-04-29,2,14000,100,3,Super Area,Janakpuri,Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-04-29,2,6000,45,2,Super Area,"Devli, Sangam Vihar",Delhi,Unfurnished,1,Contact Owner,3,True,True
2022-04-29,2,10000,600,2,Super Area,Trilokpuri,Delhi,Unfurnished,2,Contact Owner,3,True,True
2022-05-10,3,15000,800,Ground,Super Area,Kadipur,Delhi,Unfurnished,1,Contact Owner,4,True,True
2022-06-08,3,8000,1500,1,Carpet Area,Cherlopalli TIRUPATI,Delhi,Unfurnished,3,Contact Owner,1,True,True
2022-07-07,1,10000,30,1,Super Area,Mahipalpur,Delhi,Furnished,1,Contact Owner,5,True,True
2022-05-12,1,8500,55,Ground,Super Area,Gharoli,Delhi,Unfurnished,1,Contact Owner,3,True,True
2022-06-09,2,25000,900,Ground,Carpet Area,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-06-22,2,13000,1000,1,Carpet Area,Bhajanpura,Delhi,Unfurnished,1,Contact Owner,2,True,True
2022-05-27,1,6000,360,1,Super Area,Ghitorni,Delhi,Semi-Furnished,1,Contact Owner,2,True,True
2022-05-06,1,7000,450,1,Super Area,"Mohan Garden, Razapur Khurd",Delhi,Furnished,1,Contact Owner,4,True,True
2022-05-05,2,22000,900,4,Super Area,"Gangaram Vatika, Vishnu Garden",Delhi,Semi-Furnished,2,Contact Owner,5,True,True
2022-04-29,2,40000,1100,2,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,2,Contact Owner,4,True,True
2022-05-05,2,22000,700,Ground,Super Area,Rohini Sector 7,Delhi,Furnished,2,Contact Owner,2,True,True
2022-04-29,1,4500,400,1,Super Area,Sagar Pur,Delhi,Unfurnished,1,Contact Owner,2,True,True
2022-04-29,3,15000,950,Ground,Super Area,Rohini Sector 4,Delhi,Unfurnished,2,Contact Owner,3,True,True
2022-06-30,3,130000,3000,1,Super Area,Defence Colony,Delhi,Semi-Furnished,4,Contact Agent,5,True,True
2022-06-18,2,23000,950,3,Carpet Area,Ber Sarai,Delhi,Unfurnished,2,Contact Agent,3,True,True
2022-05-27,3,45000,1100,1,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,3,Contact Agent,4,True,True
2022-05-29,1,15000,497,3,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,1,Contact Agent,4,True,True
2022-04-29,3,13000,100,3,Super Area,"Viswas Park, Matiala",Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-05-05,2,10000,70,1,Super Area,Shakarpur,Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-05-05,2,10000,55,2,Super Area,Dwarka Sector 8,Delhi,Unfurnished,2,Contact Owner,4,True,True
2022-05-05,1,6500,300,4,Super Area,East Of Kailash,Delhi,Unfurnished,1,Contact Owner,5,True,True
2022-06-29,1,7000,400,2,Carpet Area,Mandawali,Delhi,Unfurnished,1,Contact Owner,4,True,False
2022-05-05,2,7000,500,2,Super Area,Badarpur,Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-06-08,4,17401,650,4,Super Area,Patel Nagar West,Delhi,Furnished,2,Contact Owner,4,True,True
2022-05-18,1,5500,630,Ground,Super Area,Uttam Nagar,Delhi,Furnished,1,Contact Owner,2,True,True
2022-04-29,1,20000,450,1,Super Area,DS 19,Delhi,Unfurnished,1,Contact Owner,3,False,True
2022-04-29,2,7000,500,1,Super Area,Mahipalpur,Delhi,Semi-Furnished,1,Contact Owner,2,True,True
2022-05-22,5,190000,200,2,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Unfurnished,5,Contact Agent,2,True,False
2022-04-29,2,13000,95,1,Super Area,Shahdara,Delhi,Semi-Furnished,1,Contact Owner,4,True,True
2022-07-02,4,60000,272,Ground,Carpet Area,Model Town,Delhi,Furnished,3,Contact Agent,4,True,False
2022-05-27,2,17000,800,2,Carpet Area,Rohini Sector 24,Delhi,Unfurnished,2,Contact Agent,4,True,True
2022-05-27,2,16000,50,2,Super Area,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,2,Contact Owner,4,True,True
2022-07-05,1,9500,400,2,Super Area,"Maidan Garhi, Chhattarpur",Delhi,Furnished,1,Contact Owner,4,True,True
2022-04-29,1,5000,450,Ground,Super Area,Vikash Nagar,Delhi,Unfurnished,1,Contact Owner,3,True,True
2022-06-18,3,27000,1800,2,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,3,Contact Agent,4,True,True
2022-06-18,3,29000,1800,2,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,3,Contact Agent,4,True,True
2022-06-18,3,29000,2000,1,Carpet Area,Vivek Vihar Phase 1,Delhi,Semi-Furnished,3,Contact Agent,4,True,True
2022-05-26,4,37000,2700,2,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,4,Contact Agent,3,True,True
2022-07-04,4,36000,2700,2,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,3,Contact Agent,3,True,True
2022-05-26,3,35000,1800,4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,3,Contact Agent,4,True,False
2022-05-26,4,42000,2700,2,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,4,Contact Agent,4,True,False
2022-05-26,3,37000,1800,1,Carpet Area,Preet Vihar,Delhi,Semi-Furnished,3,Contact Agent,4,True,True
2022-07-04,3,30000,1800,2,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,3,Contact Agent,3,True,True
2022-05-08,3,20000,1200,2,Super Area,Ghitorni,Delhi,Semi-Furnished,2,Contact Owner,3,True,True
2022-06-17,1,8500,600,1,Carpet Area,Chattarpur Extension,Delhi,Semi-Furnished,1,Contact Owner,4,True,False
2022-05-14,1,11000,350,2,Super Area,Sheikh Sarai,Delhi,Furnished,1,Contact Owner,5,True,True
2022-06-18,2,14000,100,2,Super Area,Dwarka,Delhi,Semi-Furnished,2,Contact Owner,4,True,True
2022-05-14,3,55000,1800,1,Carpet Area,Malviya Nagar,Delhi,Unfurnished,3,Contact Agent,3,True,True
2022-06-18,2,25000,900,3,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,2,Contact Agent,4,True,False
2022-05-23,3,20500,1150,3,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,2,Contact Agent,4,True,True
2022-05-31,4,28000,1400,2,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,2,Contact Agent,4,True,True
2022-05-10,1,5000,500,Ground,Super Area,Mahavir Enclave Part 1,Delhi,Semi-Furnished,1,Contact Owner,4,True,True
